id_emp,codigo,protocolo,empreendimento,tipo,situacao,potencia_mw,rio,municipio,lat_barragem,lon_barragem,lat_casa_forca,lon_casa_forca,lat_barragem_original,lon_barragem_original,lat_barragem_conferida,lon_barragem_conferida,coordenada_status,status_barragem,status_casa_forca,fase_verificada,grau_confianca,observacao,data_conferencia,origem_conferencia,prioridade_siga,siga_fase,siga_nome,chave_local
56,,190702081,CGH AZUL I,CGH,DEFERIDO,1,AZUL,ARIRANHA DO IVAÍ,-24.36519,-51.639935,-24.366047,-51.63735,-24.36519,-51.639935,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Azul I: lavoura/pasto com fragmentos de mata, propriedades rurais e drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.3652,-51.6399"
57,,157709682,CGH AZUL I,CGH,ARQUIVADO,1,AZUL,ARIRANHA DO IVAÍ,-24.366466,-51.639935,,-51.639898,-24.366466,-51.639935,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Azul I (#57): mesma área do #56 (~140m), Rio Azul (rotulado) natural em lavoura/pasto com mata, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.3665,-51.6399"
58,,239436773,CGH AZUL I,CGH,PROTOCOLADO,1,AZUL,ARIRANHA DO IVAÍ,-24.36519,-51.639935,-24.366047,-51.63735,-24.36519,-51.639935,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Azul I: lavoura/pasto com fragmentos de mata, propriedades rurais e drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#56,3,,,"-24.3652,-51.6399"
59,,224885555,CGH AZUL II,CGH,PROTOCOLADO,1,AZUL,ARIRANHA DO IVAÍ / IVAIPORÃ,-24.326971,-51.549367,-24.328744,-51.547,-24.326971,-51.549367,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Azul II: lavoura com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.327,-51.5494"
60,,181331518,CGH AZUL II,CGH,DEFERIDO,1,AZUL,ARIRANHA DO IVAÍ / IVAIPORÃ,-24.326971,-51.549367,-24.328744,-51.547,-24.326971,-51.549367,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Azul II: lavoura com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#59,3,,,"-24.327,-51.5494"
61,,162807331,CGH AZUL II,CGH,ARQUIVADO,1,AZUL,ARIRANHA DO IVAÍ / IVAIPORÃ,-24.326971,-51.549367,,-51.54845,-24.326971,-51.549367,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Azul II: lavoura com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#59,3,,,"-24.327,-51.5494"
62,,139609484,CGH BAIXO ANDRADA,CGH,DEFERIDO,,SÃO SALVADOR,BOA VISTA DA APARECIDA,-25.458877,-53.509693,,-53.514699,-25.458877,-53.509693,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Baixo Andrada: rio/córrego meândrico natural em vale agrícola/florestal, sem barragem. Não construída.",2026-06-21,propagado:#64,3,,,"-25.4589,-53.5097"
63,,140228788,CGH BAIXO ANDRADA,CGH,ARQUIVADO,2.5,ANDRADA,BOA VISTA DA APARECIDA / SANTA LÚCIA,-25.458877,-53.509693,,-53.514014,-25.458877,-53.509693,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Baixo Andrada: rio/córrego meândrico natural em vale agrícola/florestal, sem barragem. Não construída.",2026-06-21,propagado:#64,3,,,"-25.4589,-53.5097"
64,,146181147,CGH BAIXO ANDRADA,CGH,ARQUIVADO,3.6,ANDRADA,BOA VISTA DE APARECIDA/ CAPITÃO LEONIDAS MARQUES / SANTA LUCIA,-25.458877,-53.509693,,-53.509693,-25.458877,-53.509693,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Baixo Andrada: rio/córrego meândrico natural em vale agrícola/florestal, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.4589,-53.5097"
65,,257675335,CGH BANDEIRA,MGH,PROTOCOLADO,0.55,DOS PATOS,BOCAIÚVA DO SUL,-25.142088,-48.963413,,,-25.142088,-48.963413,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bandeira: terreno florestal/montanhoso de serra com drenagem, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.1421,-48.9634"
66,,191799321,CGH BANDEIRA I,CGH,PROTOCOLADO,1.3,BANDEIRA,CAMPO BONITO / GUARANIAÇU,-24.868019,-52.974446,-24.867712,-52.973996,-24.868019,-52.974446,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bandeira I: lavoura de contorno com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.868,-52.9744"
67,,191798759,CGH BANDEIRA II,CGH,PROTOCOLADO,1.98,BANDEIRA,CAMPO BONITO / GUARANIAÇU,-24.849155,-52.97546,-24.843655,-52.97685,-24.849155,-52.97546,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bandeira II: vale florestado com drenagem natural e pasto, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.8492,-52.9755"
68,,138559742,CGH BANDIERA RONFIM,CGH,DEFERIDO,2.15,PIQUIRIZINHO,CORBÉLIA / BRAGANEY,-24.853638,-53.183446,-24.854,-53.18653,-24.853638,-53.183446,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Bandiera Ronfim (Rio Piquirizinho, Corbélia/Braganey; SIGA 'Bandiera Ronfim').",2026-06-26,direta,0,Operação,Bandiera Ronfim,"-24.8536,-53.1834"
69,,147291027,CGH BANDIERA RONFIM,CGH,DEFERIDO,2.15,PIQUIRIZINHO,CORBÉLIA / BRAGANEY,-24.853638,-53.183446,-24.854,-53.18653,-24.853638,-53.183446,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Bandiera Ronfim (Rio Piquirizinho, Corbélia/Braganey; SIGA 'Bandiera Ronfim'). [propagado de #68, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Bandiera Ronfim,"-24.8536,-53.1834"
70,,166737745,CGH BANDIERA RONFIM,CGH,DEFERIDO,2.15,PIQUIRIZINHO,CORBÉLIA / BRAGANEY,-24.853638,-53.183446,-24.854,-53.18653,-24.853638,-53.183446,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Bandiera Ronfim (Rio Piquirizinho, Corbélia/Braganey; SIGA 'Bandiera Ronfim'). [propagado de #68, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Bandiera Ronfim,"-24.8536,-53.1834"
71,,166967708,CGH BANDIERA RONFIM,CGH,DEFERIDO,2.15,PIQUIRIZINHO,CORBÉLIA / BRAGANEY,-24.853638,-53.183446,-24.854,-53.18653,-24.853638,-53.183446,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Bandiera Ronfim (Rio Piquirizinho, Corbélia/Braganey; SIGA 'Bandiera Ronfim'). [propagado de #68, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Bandiera Ronfim,"-24.8536,-53.1834"
72,,184622823,CGH BARRA DO AMPERE,CGH,DEFERIDO,2,AMPERE,AMPÉRE,-25.871067,-53.55166,-25.87178,-53.558349,-25.871067,-53.55166,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra do Ampere (#72): vale florestado/pasto com drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.8711,-53.5517"
73,,251681180,CGH BARRA DO AMPÉRE,CGH,PROTOCOLADO,2,AMPÉRE,AMPÉRE,-25.871039,-53.551703,-25.87178,-53.558349,-25871039,-53551703,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra do Ampère (#73): coord da base malformada (-25871039 → -25.871039,-53.551703), mesmo local do #72 (~5m). Vale florestado/pasto, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.871,-53.5517"
74,,185231259,CGH BARRA DO BUGRE,CGH,DEFERIDO,3,CHOPINZINHO,CHOPINZINHO,-25.77393,-52.493625,25.772027,52.486697,-25.77393,-52.493625,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra do Bugre: terreno rural/agrícola com drenagem florestada natural, sem barragem. Não construída. (cf na base malformada sem sinais).",2026-06-21,direta,3,,,"-25.7739,-52.4936"
75,,200782194,CGH BARRA DO BUGRE,CGH,PROTOCOLADO,3,CHOPINZINHO,CHOPINZINHO,-25.77393,-52.493625,25.772027,52.486697,-25.77393,-52.493625,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra do Bugre: terreno rural/agrícola com drenagem florestada natural, sem barragem. Não construída. (cf na base malformada sem sinais).",2026-06-21,propagado:#74,3,,,"-25.7739,-52.4936"
76,,142117037,CGH BARRA DO LEÃO,CGH,ARQUIVADO,1.5,CHAGU,RIO BONITO DO IGUAÇU  ,-25.45032,-52.546235,-25.459723,-52.551605,-25.45032,-52.546235,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra do Leão: rio/drenagem natural em vale florestado, sem barragem. Não construída.",2026-06-21,propagado:#77,3,,,"-25.4503,-52.5462"
77,,204036870,CGH BARRA DO LEÃO,CGH,EM ANALISE,3,CHAGU,RIO BONITO DO IGUAÇU  ,-25.45032,-52.546235,-25.459723,-52.551605,-25.45032,-52.546235,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra do Leão: rio/drenagem natural em vale florestado, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.4503,-52.5462"
78,,185812774,CGH BARRA MANSA,CGH,DEFERIDO,1,BARRA MANSA,JAGUARIAÍVA / SÃO JOSÉ DA BOA VISTA,-24.069812,-49.693284,-24.073614,-49.690937,-24.069812,-49.693284,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra Mansa: lavoura com mata extensa e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.0698,-49.6933"
79,,233981346,CGH BARRA MANSA,CGH,EM ANALISE,1,BARRA MANSA,JAGUARIAÍVA / SÃO JOSÉ DA BOA VISTA,-24.069812,-49.693284,,,-24.069812,-49.693284,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra Mansa: lavoura com mata extensa e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#78,3,,,"-24.0698,-49.6933"
80,,173139802,CGH BARRA MANSA,CGH,ARQUIVADO,1,BARRA MANSA,JAGUARIAÍVA / SÃO JOSÉ DA BOA VISTA,-24.069812,-49.693284,-24.073614,-49.690937,-24.069812,-49.693284,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Barra Mansa: lavoura com mata extensa e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#78,3,,,"-24.0698,-49.6933"
81,,224479310,CGH BAUTITZ,CGH,DEFERIDO,2.25,CONGONHAS,SANTO ANTÔNIO DO PARAÍSO,-23.500655,-50.615352,,,-23.500655,-50.615352,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bautitz: mesmo ponto do #9 Adami — lavoura com matas ciliares/drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-23.5007,-50.6154"
82,,257662926,CGH BAUTITZ,CGH,PROTOCOLADO,2.25,CONGONHAS,SANTO ANTÔNIO DO PARAÍSO,-23.500655,-50.615352,,,-23.500655,-50.615352,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bautitz: mesmo ponto do #9 Adami — lavoura com matas ciliares/drenagem natural, sem barragem. Não construída.",2026-06-21,propagado:#81,3,,,"-23.5007,-50.6154"
83,,144880331,CGH BELA VISTA,CGH,DEFERIDO,1.3,TAPERA,PINHÃO,-25.640278,-51.861389,-25.686516,-51.668894,-25.693918,-51.8699018,-25.640278,-51.861389,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"CGH Bela Vista: reservatório nítido (água turva) no marcador (Rio Tapera), barramento provável a jusante. Em operação (ANEEL). NOTA: coord IAT original (-25.6939,-51.8699) e casa de força (-25.686,-51.668) divergem — coord SIGA é a correta.",2026-06-21,propagado:#84,0,Operação,Rio Capivara,"-25.6939,-51.8699"
84,,227495340,CGH BELA VISTA,CGH,EM ANALISE,1.6,TAPERA,PINHÃO,-25.640278,-51.861389,-25.686516,-51.668894,-25.693918,-51.8699018,-25.640278,-51.861389,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"CGH Bela Vista: reservatório nítido (água turva) no marcador (Rio Tapera), barramento provável a jusante. Em operação (ANEEL). NOTA: coord IAT original (-25.6939,-51.8699) e casa de força (-25.686,-51.668) divergem — coord SIGA é a correta.",2026-06-21,direta,0,Operação,Rio Capivara,"-25.6939,-51.8699"
85,,147391790,CGH BELTRAME,CGH,DEFERIDO,1.8,PINHÃO,PINHÃO,-25.598866,-51.655247,-25.602169,-51.660543,-25.598866,-51.655247,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Beltrame (#85): Rio Pinhão meândrico natural em vale florestado, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.5989,-51.6552"
86,,162265644,CGH BELTRAME,CGH,DEFERIDO,1.8,PINHÃO,PINHÃO,-25.598866,-51.655247,-25.602169,-51.660543,-25.598866,-51.655247,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Beltrame (#85): Rio Pinhão meândrico natural em vale florestado, sem barragem. Não construída.",2026-06-21,propagado:#85,3,,,"-25.5989,-51.6552"
87,,25.863.362-8,CGH BELTRAME,CGH,DEFERIDO,1.8,PINHÃO,GUARAPUAVA/ PINHÃO,-25.599796,-51.658755,-25.602169,-51.660543,-25.599796,-51.658755,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Beltrame (#87): mesmo trecho do #85 (~360m), Rio Pinhão meândrico natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.5998,-51.6588"
88,,21.160.571-5,CGH BELTRAME,CGH,PROTOCOLADO,1.8,PINHÃO,PINHÃO,-25.598866,-51.655247,-25.602169,-51.660543,-25.598866,-51.655247,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Beltrame (#85): Rio Pinhão meândrico natural em vale florestado, sem barragem. Não construída.",2026-06-21,propagado:#85,3,,,"-25.5989,-51.6552"
89,,258633628,CGH BELTRAME,CGH,PROTOCOLADO,1.8,PINHÃO,PINHÃO/GUARAPUAVA,-25.598866,-51.655247,-25.602169,-51.660543,-25.598866,-51.655247,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Beltrame (#85): Rio Pinhão meândrico natural em vale florestado, sem barragem. Não construída.",2026-06-21,propagado:#85,3,,,"-25.5989,-51.6552"
90,,79566128,CGH BENEDITO,CGH,DEFERIDO,1,JACUTINGA,MANOEL RIBAS/ PITANGA,-24.512833,-51.773702,-24.511802,-51.772271,-24.512833,-51.773702,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Benedito (Rio Jacutinga, Manoel Ribas/Pitanga; SIGA 'Benedito').",2026-06-26,direta,0,Operação,Benedito,"-24.5128,-51.7737"
91,,140971120,CGH BENEDITO,CGH,DEFERIDO,1,JACUTINGA,MANOEL RIBAS,-24.512833,-51.773702,-24.511802,-51.772271,-24.512833,-51.773702,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Benedito (Rio Jacutinga, Manoel Ribas/Pitanga; SIGA 'Benedito'). [propagado de #90, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Benedito,"-24.5128,-51.7737"
92,,159539210,CGH BENEDITO,CGH,DEFERIDO,1,JACUTINGA,MANOEL RIBAS,-24.512833,-51.773702,-24.511802,-51.772271,-24.512833,-51.773702,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Benedito (Rio Jacutinga, Manoel Ribas/Pitanga; SIGA 'Benedito'). [propagado de #90, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Benedito,"-24.5128,-51.7737"
93,,199866184,CGH BENEDITO,CGH,ARQUIVADO,1,JACUTINGA,MANOEL RIBAS,-24.512833,-51.773702,-24.511802,-51.772271,-24.512833,-51.773702,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Benedito (Rio Jacutinga, Manoel Ribas/Pitanga; SIGA 'Benedito'). [propagado de #90, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Benedito,"-24.5128,-51.7737"
94,,213276352,CGH BENEDITO,CGH,DEFERIDO,1,JACUTINGA,MANOEL RIBAS,-24.512833,-51.773702,-24.511802,-51.772271,-24.512833,-51.773702,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Benedito (Rio Jacutinga, Manoel Ribas/Pitanga; SIGA 'Benedito'). [propagado de #90, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Benedito,"-24.5128,-51.7737"
95,,162369474,CGH BITUR,CGH,DEFERIDO,0.75,ARROIO LAJEADO BONITO,PINHÃO,-25.705583,-51.627408,-25.69937,-51.625123,-25.705583,-51.627408,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bitur: borda urbana com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#96,3,,,"-25.7056,-51.6274"
96,,215112357,CGH BITUR,CGH,DEFERIDO,1,ARROIO LAJEADO BONITO,PINHÃO,-25.705583,-51.627408,-25.69937,-51.625123,-25.705583,-51.627408,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bitur: borda urbana com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.7056,-51.6274"
97,,223552412,CGH BITUR,CGH,DEFERIDO,1,ARROIO LAJEADO BONITO,PINHÃO,-25.705583,-51.627408,-25.69937,-51.625123,-25.705583,-51.627408,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bitur: borda urbana com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#96,3,,,"-25.7056,-51.6274"
98,,139744411,CGH BITUR  ,CGH,DEFERIDO,0.75,ARROIO LAJEADO BONITO,PINHÃO,-25.705583,-51.627408,-25.69937,-51.625123,-25.705583,-51.627408,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Bitur: borda urbana com vale florestado/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#96,3,,,"-25.7056,-51.6274"
